HIT_ID,Sentence,Start_Offset,End_Offset,Complex_Phrase,Native_Annotators,Non_Native_Annotators,Total_Annotators
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Beethoven 's Symphony No. 7 , Bruckner 's Symphony No. 6 and Mendelssohn 's Symphony No. 4 comprise a nearly complete list of symphonies in this key in the Romantic era .",156,164,Romantic,2,0,2
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Beethoven 's Symphony No. 7 , Bruckner 's Symphony No. 6 and Mendelssohn 's Symphony No. 4 comprise a nearly complete list of symphonies in this key in the Romantic era .",156,168,Romantic era,2,1,3
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Mozart 's Clarinet Concerto and Clarinet Quintet are both in A major , and generally Mozart was more likely to use clarinets in A major than in any other key besides E-flat major .",0,6,Mozart,1,0,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Mozart 's Clarinet Concerto and Clarinet Quintet are both in A major , and generally Mozart was more likely to use clarinets in A major than in any other key besides E-flat major .",10,18,Clarinet,1,2,3
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Mozart 's Clarinet Concerto and Clarinet Quintet are both in A major , and generally Mozart was more likely to use clarinets in A major than in any other key besides E-flat major .",10,48,Clarinet Concerto and Clarinet Quintet,1,0,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Mozart 's Clarinet Concerto and Clarinet Quintet are both in A major , and generally Mozart was more likely to use clarinets in A major than in any other key besides E-flat major .",19,27,Concerto,4,0,4
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Mozart 's Clarinet Concerto and Clarinet Quintet are both in A major , and generally Mozart was more likely to use clarinets in A major than in any other key besides E-flat major .",41,48,Quintet,4,1,5
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Mozart 's Clarinet Concerto and Clarinet Quintet are both in A major , and generally Mozart was more likely to use clarinets in A major than in any other key besides E-flat major .",63,68,major,1,0,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Mozart 's Clarinet Concerto and Clarinet Quintet are both in A major , and generally Mozart was more likely to use clarinets in A major than in any other key besides E-flat major .",85,91,Mozart,1,0,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Mozart 's Clarinet Concerto and Clarinet Quintet are both in A major , and generally Mozart was more likely to use clarinets in A major than in any other key besides E-flat major .",85,100,Mozart was more,0,1,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Mozart 's Clarinet Concerto and Clarinet Quintet are both in A major , and generally Mozart was more likely to use clarinets in A major than in any other key besides E-flat major .",115,124,clarinets,5,4,9
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Mozart 's Clarinet Concerto and Clarinet Quintet are both in A major , and generally Mozart was more likely to use clarinets in A major than in any other key besides E-flat major .",166,178,E-flat major,1,1,2
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Johannes Brahms , César Franck , and Gabriel Fauré wrote violin sonatas in A major .",9,15,Brahms,1,0,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Johannes Brahms , César Franck , and Gabriel Fauré wrote violin sonatas in A major .",45,50,Fauré,1,0,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Johannes Brahms , César Franck , and Gabriel Fauré wrote violin sonatas in A major .",57,63,violin,1,0,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Johannes Brahms , César Franck , and Gabriel Fauré wrote violin sonatas in A major .",57,71,violin sonatas,1,1,2
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Johannes Brahms , César Franck , and Gabriel Fauré wrote violin sonatas in A major .",64,71,sonatas,10,7,17
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"Johannes Brahms , César Franck , and Gabriel Fauré wrote violin sonatas in A major .",75,82,A major,0,1,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"In connection to Beethoven 's Kreutzer Sonata , Peter Cropper said that A major `` is the fullest sounding key for the violin . ''",3,13,connection,1,0,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"In connection to Beethoven 's Kreutzer Sonata , Peter Cropper said that A major `` is the fullest sounding key for the violin . ''",30,38,Kreutzer,1,0,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"In connection to Beethoven 's Kreutzer Sonata , Peter Cropper said that A major `` is the fullest sounding key for the violin . ''",54,61,Cropper,0,1,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"In connection to Beethoven 's Kreutzer Sonata , Peter Cropper said that A major `` is the fullest sounding key for the violin . ''",74,79,major,0,1,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"In connection to Beethoven 's Kreutzer Sonata , Peter Cropper said that A major `` is the fullest sounding key for the violin . ''",90,97,fullest,0,1,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"In connection to Beethoven 's Kreutzer Sonata , Peter Cropper said that A major `` is the fullest sounding key for the violin . ''",98,106,sounding,0,1,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"In connection to Beethoven 's Kreutzer Sonata , Peter Cropper said that A major `` is the fullest sounding key for the violin . ''",98,110,sounding key,1,1,2
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"In connection to Beethoven 's Kreutzer Sonata , Peter Cropper said that A major `` is the fullest sounding key for the violin . ''",119,125,violin,1,0,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"According to Christian Friedrich Daniel Schubart , A major is a key suitable for `` declarations of innocent love , ... hope of seeing one 's beloved again when parting ; youthful cheerfulness and trust in God . ''",23,32,Friedrich,1,0,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"According to Christian Friedrich Daniel Schubart , A major is a key suitable for `` declarations of innocent love , ... hope of seeing one 's beloved again when parting ; youthful cheerfulness and trust in God . ''",40,48,Schubart,1,0,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"According to Christian Friedrich Daniel Schubart , A major is a key suitable for `` declarations of innocent love , ... hope of seeing one 's beloved again when parting ; youthful cheerfulness and trust in God . ''",53,58,major,1,0,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"According to Christian Friedrich Daniel Schubart , A major is a key suitable for `` declarations of innocent love , ... hope of seeing one 's beloved again when parting ; youthful cheerfulness and trust in God . ''",68,76,suitable,5,1,6
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"According to Christian Friedrich Daniel Schubart , A major is a key suitable for `` declarations of innocent love , ... hope of seeing one 's beloved again when parting ; youthful cheerfulness and trust in God . ''",84,96,declarations,8,2,10
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"According to Christian Friedrich Daniel Schubart , A major is a key suitable for `` declarations of innocent love , ... hope of seeing one 's beloved again when parting ; youthful cheerfulness and trust in God . ''",84,113,declarations of innocent love,1,0,1
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"According to Christian Friedrich Daniel Schubart , A major is a key suitable for `` declarations of innocent love , ... hope of seeing one 's beloved again when parting ; youthful cheerfulness and trust in God . ''",100,108,innocent,4,2,6
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"According to Christian Friedrich Daniel Schubart , A major is a key suitable for `` declarations of innocent love , ... hope of seeing one 's beloved again when parting ; youthful cheerfulness and trust in God . ''",142,149,beloved,3,1,4
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"According to Christian Friedrich Daniel Schubart , A major is a key suitable for `` declarations of innocent love , ... hope of seeing one 's beloved again when parting ; youthful cheerfulness and trust in God . ''",171,179,youthful,1,2,3
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"According to Christian Friedrich Daniel Schubart , A major is a key suitable for `` declarations of innocent love , ... hope of seeing one 's beloved again when parting ; youthful cheerfulness and trust in God . ''",171,192,youthful cheerfulness,1,1,2
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"According to Christian Friedrich Daniel Schubart , A major is a key suitable for `` declarations of innocent love , ... hope of seeing one 's beloved again when parting ; youthful cheerfulness and trust in God . ''",180,192,cheerfulness,3,6,9
3HYV4299H0XJ2T052TP3N6NO0QD8E3,"According to Christian Friedrich Daniel Schubart , A major is a key suitable for `` declarations of innocent love , ... hope of seeing one 's beloved again when parting ; youthful cheerfulness and trust in God . ''",197,209,trust in God,1,0,1
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Al - ` Ain is often called the ` Garden City of The Gulf ' given the many oases , parks , tree-lined avenues and decorative roundabouts within the city .",7,10,Ain,2,0,2
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Al - ` Ain is often called the ` Garden City of The Gulf ' given the many oases , parks , tree-lined avenues and decorative roundabouts within the city .",74,79,oases,6,7,13
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Al - ` Ain is often called the ` Garden City of The Gulf ' given the many oases , parks , tree-lined avenues and decorative roundabouts within the city .",90,100,tree-lined,0,2,2
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Al - ` Ain is often called the ` Garden City of The Gulf ' given the many oases , parks , tree-lined avenues and decorative roundabouts within the city .",90,108,tree-lined avenues,1,1,2
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Al - ` Ain is often called the ` Garden City of The Gulf ' given the many oases , parks , tree-lined avenues and decorative roundabouts within the city .",101,108,avenues,3,4,7
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Al - ` Ain is often called the ` Garden City of The Gulf ' given the many oases , parks , tree-lined avenues and decorative roundabouts within the city .",113,123,decorative,3,0,3
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Al - ` Ain is often called the ` Garden City of The Gulf ' given the many oases , parks , tree-lined avenues and decorative roundabouts within the city .",113,135,decorative roundabouts,2,0,2
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Al - ` Ain is often called the ` Garden City of The Gulf ' given the many oases , parks , tree-lined avenues and decorative roundabouts within the city .",124,135,roundabouts,10,10,20
3INZSNUD80REOS5FBQKXHK0EKKUD94,The dry desert air makes it a welcome retreat from the coastal humidity of the larger cities .,4,7,dry,0,1,1
3INZSNUD80REOS5FBQKXHK0EKKUD94,The dry desert air makes it a welcome retreat from the coastal humidity of the larger cities .,8,14,desert,2,0,2
3INZSNUD80REOS5FBQKXHK0EKKUD94,The dry desert air makes it a welcome retreat from the coastal humidity of the larger cities .,38,45,retreat,4,7,11
3INZSNUD80REOS5FBQKXHK0EKKUD94,The dry desert air makes it a welcome retreat from the coastal humidity of the larger cities .,55,62,coastal,1,1,2
3INZSNUD80REOS5FBQKXHK0EKKUD94,The dry desert air makes it a welcome retreat from the coastal humidity of the larger cities .,55,71,coastal humidity,2,1,3
3INZSNUD80REOS5FBQKXHK0EKKUD94,The dry desert air makes it a welcome retreat from the coastal humidity of the larger cities .,63,71,humidity,8,5,13
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Other attractions include the Al Ain Oasis in the city center , other oases dotted around the area - all cool retreats in the middle of the summer heat - Al Ain Zoo , an amusement park named `` Hili Fun City '' , many well-maintained parks popular with families in the summer evenings , and a heritage village .",6,17,attractions,3,1,4
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Other attractions include the Al Ain Oasis in the city center , other oases dotted around the area - all cool retreats in the middle of the summer heat - Al Ain Zoo , an amusement park named `` Hili Fun City '' , many well-maintained parks popular with families in the summer evenings , and a heritage village .",37,42,Oasis,0,1,1
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Other attractions include the Al Ain Oasis in the city center , other oases dotted around the area - all cool retreats in the middle of the summer heat - Al Ain Zoo , an amusement park named `` Hili Fun City '' , many well-maintained parks popular with families in the summer evenings , and a heritage village .",70,75,oases,1,2,3
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Other attractions include the Al Ain Oasis in the city center , other oases dotted around the area - all cool retreats in the middle of the summer heat - Al Ain Zoo , an amusement park named `` Hili Fun City '' , many well-maintained parks popular with families in the summer evenings , and a heritage village .",70,82,oases dotted,0,1,1
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Other attractions include the Al Ain Oasis in the city center , other oases dotted around the area - all cool retreats in the middle of the summer heat - Al Ain Zoo , an amusement park named `` Hili Fun City '' , many well-maintained parks popular with families in the summer evenings , and a heritage village .",76,82,dotted,1,3,4
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Other attractions include the Al Ain Oasis in the city center , other oases dotted around the area - all cool retreats in the middle of the summer heat - Al Ain Zoo , an amusement park named `` Hili Fun City '' , many well-maintained parks popular with families in the summer evenings , and a heritage village .",110,118,retreats,2,2,4
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Other attractions include the Al Ain Oasis in the city center , other oases dotted around the area - all cool retreats in the middle of the summer heat - Al Ain Zoo , an amusement park named `` Hili Fun City '' , many well-maintained parks popular with families in the summer evenings , and a heritage village .",170,179,amusement,4,4,8
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Other attractions include the Al Ain Oasis in the city center , other oases dotted around the area - all cool retreats in the middle of the summer heat - Al Ain Zoo , an amusement park named `` Hili Fun City '' , many well-maintained parks popular with families in the summer evenings , and a heritage village .",170,184,amusement park,1,1,2
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Other attractions include the Al Ain Oasis in the city center , other oases dotted around the area - all cool retreats in the middle of the summer heat - Al Ain Zoo , an amusement park named `` Hili Fun City '' , many well-maintained parks popular with families in the summer evenings , and a heritage village .",218,233,well-maintained,5,1,6
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Other attractions include the Al Ain Oasis in the city center , other oases dotted around the area - all cool retreats in the middle of the summer heat - Al Ain Zoo , an amusement park named `` Hili Fun City '' , many well-maintained parks popular with families in the summer evenings , and a heritage village .",293,301,heritage,9,8,17
3INZSNUD80REOS5FBQKXHK0EKKUD94,"Other attractions include the Al Ain Oasis in the city center , other oases dotted around the area - all cool retreats in the middle of the summer heat - Al Ain Zoo , an amusement park named `` Hili Fun City '' , many well-maintained parks popular with families in the summer evenings , and a heritage village .",293,309,heritage village,1,1,2
